id_localidad,nombre,partido,municipio,cp,latitud,longitud
26653,"ESTANCIA LAURA","RIO GRANDE",,9420,,
26658,"ESTANCIA LIBERTAD","RIO GRANDE",,9420,,
26661,"ESTANCIA LOS CERROS","RIO GRANDE",,9420,,
26662,"ESTANCIA LOS FLAMENCOS","RIO GRANDE",,9420,,
26666,"ESTANCIA MARIA BEHETY","RIO GRANDE",,9420,,
26668,"ESTANCIA MARIA CRISTINA","RIO GRANDE",,9420,,
26674,"ESTANCIA MARIA LUISA",TOLHUIN,,9420,,
26680,"ESTANCIA MARINA",TOLHUIN,,9420,,
26684,"ESTANCIA MIRAMONTE","RIO GRANDE",,9420,,
26686,"ESTANCIA PIRINAICA","RIO GRANDE",,9420,,
26692,"ESTANCIA POLICARPO","RIO GRANDE",,9420,,
26695,"ESTANCIA RIO CLARO",TOLHUIN,,9420,,
26699,"ESTANCIA RIO EWAN","RIO GRANDE",,9420,,
26700,"ESTANCIA RIO IRIGOYEN",TOLHUIN,,9420,,
26704,"ESTANCIA RIVADAVIA",TOLHUIN,,9420,,
26708,"ESTANCIA ROLITO","RIO GRANDE",,9420,,
26711,"ESTANCIA ROSITA","RIO GRANDE",,9420,,
26713,"ESTANCIA RUBY","RIO GRANDE",,9420,,
26728,"ESTANCIA SAN JOSE","RIO GRANDE",,9420,,
26731,"ESTANCIA SAN JULIO","RIO GRANDE",,9420,,
26735,"ESTANCIA SAN JUSTO","RIO GRANDE",,9420,,
26737,"ESTANCIA SAN MARTIN","RIO GRANDE",,9420,,
26738,"ESTANCIA SAN PABLO","RIO GRANDE",,9420,,
26740,"ESTANCIA SANTA ANA","RIO GRANDE",,9420,,
26743,"ESTANCIA SARA","RIO GRANDE","RIO GRANDE",9420,-53.4332959,-68.1832582
26744,"ESTANCIA TEPI","RIO GRANDE",,9420,,
26746,"ESTANCIA VIAMONTE","RIO GRANDE",,9420,,
26750,"FRIGORIFICO CAP","RIO GRANDE",,9421,,
26533,"HOSTERIA KAIKEN",USHUAIA,,9410,,
5047,"ISLA DE LOS ESTADOS",USHUAIA,,9410,,
5040,"ISLA GRAN MALVINA","ISLAS DEL ATLANTICO SUR",,9409,,
5036,"ISLA JOINVILLE","ISLAS DEL ATLANTICO SUR",,9411,,
5037,"ISLA SHETLAND DEL SUR","ISLAS DEL ATLANTICO SUR",,9411,,
5041,"ISLA SOLEDAD","ISLAS DEL ATLANTICO SUR",,9409,,
5038,"ISLAS GEORGIAS DEL SUR","ISLAS DEL ATLANTICO SUR",,9411,,
5039,"ISLAS ORCADAS DEL SUR","ISLAS DEL ATLANTICO SUR",,9411,,
27631,"ISLAS SANDWICH DEL SUR","ISLAS DEL ATLANTICO SUR",,9411,,
26751,"LAGO KHAMI","RIO GRANDE",,9420,,
27956,"LAGUNA ESCONDIDA",USHUAIA,USHUAIA,9410,-54.6376861,-67.7669409
27796,"MISION SALESIANA MÑOR FAGNANO","RIO GRANDE","RIO GRANDE",9420,,
26754,"PUNTA MARIA","RIO GRANDE",,9420,,
5043,"RIO GRANDE","RIO GRANDE","RIO GRANDE",9420,-53.7894859,-67.7084808
5044,"SAN SEBASTIAN","RIO GRANDE","RIO GRANDE",9420,-53.3000857,-68.4580677
5045,"SANTA INES","RIO GRANDE",,9420,,
26757,"SECCION AVILES ESTANCIA SAN J","RIO GRANDE",,9420,,
5046,TOLHUIN,TOLHUIN,TOLHUIN,9420,-54.4986536,-67.1857146
5048,USHUAIA,USHUAIA,USHUAIA,9410,-54.8158264,-68.3291321
